__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,SKLAD,GRUPA,STOKA,SER_NO,OLD_VALUTA,OLD_CENA,NEW_VALUTA,NEW_CENA,OLD_VALUE,NEW_VALUE
7581,21,1,9876,2,"Склад 3, 10/30kW",PP компоненти,ПП тръба за т. вода Ф25/PN25,165685/230925,L,4.95,M,2.53089481192128,,
7581,22,1,9877,2,Склад,Консумативи,Етилов алкохол 96%,74922/260925,L,18.96,M,9.6940940674803,,
7581,23,1,9878,2,"Склад 3, 10/30kW",Електроника,реле с цокъл  6A/24V,080825/49,L,0.0,M,0.0,,
7581,24,1,9879,2,"Склад 3, 10/30kW",Кранове.,сферичен кран с резба VP704000 1/2 - DN15,16814612,L,0.0,M,0.0,,
7581,25,1,9880,2,Склад,Фитинги на резба.,коляно 90гр. вътр. резба 316 1/4`,260925/1,L,0.0,M,0.0,,
7583,0,1,9881,2,"Склад 3, 10/30kW",Фитинги на резба.,коляно 90гр. вътр. резба 316 1/4`,260925/1,L,0.0,M,0.0,,
7583,1,1,9882,2,Склад,Електроника,предпазители LQA01230 16А,260925/2,L,0.0,M,0.0,,
7583,2,1,9883,2,"Склад 3, 10/30kW",Електроника,предпазители LQA01230 16А,260925/2,L,0.0,M,0.0,,
7583,3,1,9884,2,"Склад 3, 10/30kW",Електроника,Захранване за DIN шина SDR-120-24 24V/5A,260925/3,L,0.0,M,0.0,,
7583,4,1,9885,2,Склад,Фитинги на резба.,Гайки за щуцери 1/2,261188/090925/2,L,1.84,M,0.940777061401042,,
7583,5,1,9886,2,Склад,Консумативи,"Шлаух полиамид, бял 15/12,5, 50м/ролка",261121/050925,L,6.3648,M,3.25427056543769,,
7583,6,1,9887,2,Склад,Консумативи,"Шлаух полиамид, бял 15/12,5, 50м/ролка",261508/150925,L,6.36,M,3.25181636440795,,
7583,7,1,9888,2,Склад,Консумативи,"Шлаух полиамид, бял 15/12,5, 50м/ролка",261509/150925,L,6.36,M,3.25181636440795,,
7583,8,1,9889,2,Склад,Кранове.,сферичен кран с резба VP704000 1/2 - DN15,261780/190925,L,78.336,M,40.052560805387,,
7583,9,1,9890,2,Склад,Кранове.,сферичен кран с резба VP704000 1/2 - DN15,261920/240925,L,78.34,M,40.0546059729118,,
7583,10,1,9891,2,Склад,Електроника,Платка,GI1KTL03,L,40.34,M,20.6255144874555,,
7583,11,1,9892,2,Склад,Фитинги на резба.,Гайки за щуцери 1/2,261922/240925,L,1.84,M,0.940777061401042,,
7583,12,1,9893,2,"Склад 3, 10/30kW",Фитинги на резба.,Гайки за щуцери 1/2,261188/090925/2,L,1.84,M,0.940777061401042,,
7583,13,1,9894,2,"Склад 3, 10/30kW",Фитинги на резба.,"Холендър 316, м/ж PTFE 1/2`",10143120/27082025/3,L,21.62,M,11.0541304714622,,
7583,14,1,9895,2,"Склад 3, 10/30kW",Фитинги на резба.,Гайки за щуцери 1/2,261922/240925,L,1.84,M,0.940777061401042,,
7583,15,1,9896,2,"Склад 3, 10/30kW",Фитинги на резба.,"Тапа 304L, 1/2``",16584381,L,1.35,M,0.690244039614895,,
7583,16,1,9897,2,"Склад 3, 10/30kW",Фитинги на резба.,холендер вътр. резба 316 1/2`,300925,L,0.0,M,0.0,,
7583,17,1,9898,2,Склад,Електроника,"Авариен стоп бутон, въртящ",1459015834/170925/1,L,23.47,M,12.0000204516752,,
7583,18,1,9899,2,Склад,Електроника,Доп. контакт NC заден м-ж,1459015834/170925/3,L,3.77,M,1.92757039210974,,
7583,19,1,9900,2,Склад,Електроника,"Реле с 14 пина, PT 6А",1459015834/170925/5,L,9.29,M,4.74990157631287,,
7583,20,1,9901,2,Склад,Електроника,"AMPARO 6kA C25/3, прекъсвач",1459015834/170925/6,L,14.65,M,7.4904260595246,,
7583,21,1,9902,2,Склад,Фитинги на резба.,муфа намалител 316 1/2х1/4,131025,L,0.0,M,0.0,,
7583,22,1,9903,2,"Склад 3, 10/30kW",Кранове.,сферичен кран с резба VP704000 1/2 - DN15,261780/190925,L,78.336,M,40.052560805387,,
7583,23,1,9904,2,"Склад производство, 500kW",Фитинги на резба.,"Холендър 316, м/ж PTFE 1/2`",10143120/27082025/3,L,21.62,M,11.0541304714622,,
7583,24,1,9905,2,Склад,М16,болт цинк  М16х40,011025,L,0.0,M,0.0,,
7583,25,1,9906,2,"Склад производство, 500kW",М16,болт цинк  М16х40,011025,L,0.0,M,0.0,,
7585,0,1,9907,2,Склад,Табло газ анализатор,Анализатор на общозапалими вещества Sirius 8866,E240801-6,L,2987.88,M,1527.67878598856,,
7585,1,1,9908,2,"Склад производство, 500kW",Фитинги на резба.,"Муфа 304L резбa 150LBS L42, 1``",10142820/19082025,L,5.81,M,2.97060582975003,,
7585,2,1,9909,2,"Склад 3, 10/30kW",Фитинги на резба.,"Тапа шестостен 304, 1/4`",16816512,L,1.0,M,0.511291881196218,,
7585,3,1,9910,2,Склад,М6,шайба цинк  М6,031025/1,L,0.01,M,0.00511291881196219,,
7585,4,1,9911,2,Склад,Фланцови Връзки,уплътнение CF3000 PTFE 453988 DN40,10144231/011025/ptfe40,L,2.13,M,1.08905170694795,,
7585,5,1,9912,2,"Склад 3, 10/30kW",М6,шайба цинк  М6,031025/1,L,0.0,M,0.0,,
7585,6,1,9913,2,"Склад производство, 500kW",Крепежи.,"Тампон MGP, 50х50мм, М10х28 двустр. вън. резба",36392/300925,L,14.71,M,7.52110357239637,,
7585,7,1,9914,2,"Склад 3, 10/30kW",М6,гайка  М6,031025/2,L,0.0,M,0.0,,
7585,8,1,9915,2,Склад,М6,болт цинк  М6х60,031025/3,L,0.0,M,0.0,,
7585,9,1,9916,2,"Склад 3, 10/30kW",М6,болт цинк  М6х60,031025/3,L,0.0,M,0.0,,
7585,10,1,9917,2,Склад,Електтролизьор,"S355J2+N HRP 2x6, 70mm - плоча 70мм.",7753/060825,L,3559.24,M,1819.81051522883,,
7585,11,1,9918,2,Склад,Електтролизьор,Гумен лист 6/1200мм EPDM,192741/031025,L,108.0,M,55.2195231691916,,
7585,12,1,9919,2,Суровини,Електтролизьор,Ламарина голям кръг 316L - 2х1250х2500,97611/130825,L,450.38,M,230.275637453153,,
7585,13,1,9920,2,Суровини,Електтролизьор,Ламарина голям кръг 316L - 5х1250х2500,97611/130825/2,L,1129.72,M,577.616664024992,,
7585,14,1,9921,2,"Склад производство, 500kW",Фланцови Връзки,уплътнение CF3000 PTFE 453989 DN50,10143532/110925/pfte50,L,4.22,M,2.15765173864804,,
7585,15,1,9922,2,"Склад производство, 500kW",Фланцови Връзки,уплътнение CF3000 PTFE 453988 DN40,10144231/011025/ptfe40,L,2.13,M,1.08905170694795,,
7585,16,1,9923,2,Склад,Електроника,Кабелен канал  40x40mm,1459016267/240925,L,10.87,M,5.55774274860289,,
7585,17,1,9924,2,Склад,Електроника,"AMPARO 6kA C25/3, прекъсвач",1459015258/090925/1,L,14.65,M,7.4904260595246,,
7585,18,1,9925,2,Склад,Електроника,Кутия за бутони с 1 отв.,1459015258/090925/4,L,13.78,M,7.04560212288389,,
7585,19,1,9926,2,Склад,Електроника,Доп. контакт NC заден м-ж,1459015258/090925/5,L,3.77,M,1.92757039210974,,
7585,20,1,9927,2,Склад,Крисметал,"Нерж. вентил 316, DN40",10144259/021025,L,960.0,M,490.84020594837,,
7585,21,1,9928,2,Склад,М4,"Винт самонарезен с шайба Zn, 4,2x13",10514758/021025,L,0.09,M,0.0460162693076597,,
7585,22,1,9929,2,"Склад производство, 500kW",М16,"гайка шестостенна , цинк М16",090825/12,L,0.0,M,0.0,,
7585,23,1,9930,2,"Склад производство, 500kW",М16,болт цинк  М16х60,081025/1,L,0.0,M,0.0,,
7585,24,1,9931,2,Склад,Електтролизьор,Тефлонов лист 1мм х1200х1200,4170/021025,L,211.98,M,108.383652975974,,
7585,25,1,9932,2,"Склад производство, 500kW",Електтролизьор,Тефлонов лист 1мм х1200х1200,4170/021025,L,211.98,M,108.383652975974,,
7587,0,1,9933,2,Склад,М16,"Болт с шестостенна глава Zn, M 16x55",340045082/081025,L,0.71,M,0.363017235649315,,
7587,1,1,9934,2,"Склад производство, 500kW",Фланцови Връзки,Филтър INOX 316 Фл. PN16 DN50,10143532/110925/f50,L,692.79,M,354.217902373928,,
7587,2,1,9935,2,"Склад производство, 500kW",М16,"Болт с шестостенна глава Zn, M 16x55",340045082/081025,L,0.71,M,0.363017235649315,,
7587,3,1,9936,2,Склад,Електроника,"Захранващо устройство, SDR-240-24",250825/1,L,180.0,M,92.0325386153193,,
7587,4,1,9937,2,Склад,М12,федер шайба цинк  М12,091025/1,L,0.0,M,0.0,,
7587,5,1,9938,2,"Склад производство, 500kW",Електроника,"Захранващо устройство, SDR-240-24",250825/1,L,180.0,M,92.0325386153193,,
7587,6,1,9939,2,"Склад производство, 500kW",М12,федер шайба цинк  М12,091025/1,L,0.0,M,0.0,,
7587,7,1,9940,2,Склад,Електроника,Магнетвентил  3/4`,181225/1,L,0.0,M,0.0,,
7587,8,1,9941,2,"Склад производство, 500kW",М12,болт цинк  М12х100,091025/3,L,0.0,M,0.0,,
7587,9,1,9942,2,Склад,М5,"Пружинен щекер, Zn ф5/20.1 - 26",340044944/011025,L,0.73,M,0.373243073273239,,
7587,10,1,9943,2,"Склад производство, 500kW",М5,"Пружинен щекер, Zn ф5/20.1 - 26",340044944/011025,L,0.73,M,0.373243073273239,,
7587,11,1,9944,2,"Склад производство, 500kW",Фитинги на резба.,"нипел шестостен 316, 1/2`",143284/02092025/2,L,4.02,M,2.0553933624088,,
7587,12,1,9945,2,Склад,Фитинги на резба.,кръст AB1345 1 1/4`,10144596/101025/2,L,24.7,M,12.6289094655466,,
7587,13,1,9946,2,Склад,Крисметал,"Нерж. вентил 316, DN40",10144596/101025/3,L,960.0,M,490.84020594837,,
7587,14,1,9947,2,"Склад производство, 500kW",Крисметал,"Нерж. вентил 316, DN40",10144259/021025,L,960.0,M,490.84020594837,,
7587,15,1,9948,2,"Склад производство, 500kW",Крисметал,"Нерж. вентил 316, DN40",10144596/101025/3,L,960.0,M,490.84020594837,,
7587,16,1,9949,2,Склад,Електроника,реле за време - механично 8А,080825/1,L,52.84,M,27.0166630024082,,
7587,17,1,9950,2,Склад,Електроника,реле за време - механично 8А,1459017125/061025,L,52.84,M,27.0166630024082,,
7587,18,1,9951,2,Склад,М16,болт цинк  М16х50,101025,L,0.0,M,0.0,,
7587,19,1,9952,2,"Склад производство, 500kW",М16,болт цинк  М16х50,101025,L,0.0,M,0.0,,
7587,20,1,9953,2,"Склад производство, 500kW",Електроника,реле за време - механично 8А,080825/1,L,52.84,M,27.0166630024082,,
7587,21,1,9954,2,"Склад производство, 500kW",Електроника,реле за време - механично 8А,1459017125/061025,L,52.84,M,27.0166630024082,,
7587,22,1,9955,2,"Склад 3, 10/30kW",Фитинги на резба.,муфа намалител 316 1/2х1/4,131025,L,0.0,M,0.0,,
7587,23,1,9956,2,Стругарно/Металхидрид,Вътрешни изделия и детайли,Тяло на бутилка,301025/bpdy,L,3.73176,M,1.9080185905728,,
7587,24,1,9957,2,"Склад 3, 10/30kW",ЛД,Ф5.5 21L2K1T55 P16,1234567,L,0.0,M,0.0,,
7587,25,1,9958,2,"Склад производство, 500kW",Заваръчни Връзки,"Коляно 90o 304L заварка (48,3х2) 1 1/2``",10143532/110925/k1.1/2`,L,7.43,M,3.7988986772879,,
7588,0,1,9959,2,"Склад производство, 500kW",Заваръчни Връзки,"Тройник 304L, заварка, 48.3х2, 1 1/2`",10143532/110925/t1.1/2`,L,16.85,M,8.61526819815628,,
7588,1,1,9960,2,"Склад производство, 500kW",Тръби.,Тръба оребрена (25х2 - 50)  2м,28082025/8,L,94.15,M,48.138130614624,,
7588,2,1,9961,2,Полша,Метални Елементи,Профилна тръба ЕЗ 40х40х2,134250/121125/3,L,4.17,M,2.13208714458823,,
7588,3,1,9962,2,Склад,Електтролизьор,"Уплътнение Китай, PTFE 1060mm, сиви дебели",VMA20250921/141025/1,$,90.5,M,76.02,,
7588,4,1,9963,2,Склад,Електтролизьор,"Композитна мембрана 118*118*40 см, цели бели",VMA20250921/141025/2,$,132.42,M,111.2328,,
7588,5,1,9964,2,Склад,Електтролизьор,"Уплътнение Китай, PTFE 1060mm, сиви дебели",VMA2025081801/18082025/2,$,90.5,M,76.02,,
7588,6,1,9965,2,"Склад производство, 500kW",Електтролизьор,Гумен лист 6/1200мм EPDM,192741/031025,L,108.0,M,55.2195231691916,,
7588,7,1,9966,2,"Склад производство, 500kW",Тръби.,Тръба шевна 304L (33.7x2) 1``,10143532/110925/33.7,L,22.58,M,11.5449706774106,,
7588,8,1,9967,2,"Склад производство, 500kW",Електтролизьор,"Уплътнение Китай, PTFE 1060mm, сиви дебели",VMA2025081801/18082025/2,$,90.5,M,76.02,,
7588,9,1,9968,2,"Склад производство, 500kW",Електтролизьор,"Перфорирана ламарина, кръгове 1000х2000х0.5",1216/230925,L,117.59,M,60.1228123098633,,
7588,10,1,9969,2,"Склад производство, 500kW",Електтролизьор,Ламарина голям кръг 316L - 5х1250х2500,97611/130825/2,L,1129.72,M,577.616664024992,,
7588,11,1,9970,2,"Склад производство, 500kW",Електтролизьор,Ламарина голям кръг 316L - 2х1250х2500,97611/130825,L,450.38,M,230.275637453153,,
7588,12,1,9971,2,"Склад производство, 500kW",Тръби.,"Тръба шевна 304L (48,3х2) 1 1/2``",28082025/4,L,29.16,M,14.9092712556817,,
7588,13,1,9972,2,"Склад производство, 500kW",Тръби.,"Тръба шевна 304L (114,3х2) 4``",28082025/7,L,61.1,M,31.2399339410889,,
7588,14,1,9973,2,"Склад производство, 500kW",Тръби.,"Тръба шевна 304L (168,3х2) 6``",10143532/110925/168.3,L,65.8,M,33.6430057827112,,
7588,15,1,9974,2,"Склад производство, 500kW",Заваръчни Връзки,"Капа 316L заварка (114,3х2) 4``",10143532/110925/4`,L,15.62,M,7.98637918428493,,
7588,16,1,9975,2,"Склад производство, 500kW",Заваръчни Връзки,Капа 316L заварка (168.3x2.0) 6``,10143532/110925/6`,L,39.49,M,20.1909163884387,,
7588,17,1,9976,2,Склад,М12,болт цинк  М12х40,151025,L,0.0,M,0.0,,
7588,18,1,9977,2,"Склад производство, 500kW",М12,болт цинк  М12х40,151025,L,0.0,M,0.0,,
7588,19,1,9978,2,Склад,Крепежи.,"О пръстен 47.22/3.53, EPDM 70",196057/131025,L,0.82,M,0.419259342580899,,
7588,20,1,9979,2,"Склад 3, 10/30kW",Електроника,"Термодвойка тип К1300, 150мм.",24295/141025,L,63.79,M,32.6153091015068,,
7588,21,1,9980,2,"Склад 3, 10/30kW",Електроника,Торморегулатор REX C100 SSR,2025Y06M,L,33.33,M,17.04135840027,,
7588,22,1,9981,2,"Склад 3, 10/30kW",Пречистване на вода,"Предфилтърен корпус, Викинг ПРО за студена вода",81066/040925/2,L,182.0,M,93.0551223777118,,
7591,0,1,9982,2,"Склад 3, 10/30kW",Пречистване на вода,B520 PRO,81066/040925/1,L,100.0,M,51.1291881196219,,
7591,1,1,9983,2,Склад,М6,шайба цинк  М6,151025/2,L,0.0,M,0.0,,
7591,2,1,9984,2,"Склад 3, 10/30kW",М6,шайба цинк  М6,151025/2,L,0.0,M,0.0,,
7591,3,1,9985,2,Склад,Електроника,Магнетвентил 1/2`,181225/2,L,208.25,M,106.476534259112,,
7591,4,1,9986,2,Склад,М6,гайка  М6,151025/3,L,0.0,M,0.0,,
7591,5,1,9987,2,"Склад 3, 10/30kW",М6,гайка  М6,151025/3,L,0.0,M,0.0,,
7591,6,1,9988,2,Склад,М6,болт цинк  М6х25,151025/4,L,0.0,M,0.0,,
7591,7,1,9989,2,"Склад 3, 10/30kW",М6,болт цинк  М6х25,151025/4,L,0.0,M,0.0,,
7591,8,1,9990,2,"Склад 3, 10/30kW",Фитинги на резба.,"Щуцер за маркуч 304, 1/4",090925/6,L,1.0,M,0.511291881196218,,
7591,9,1,9991,2,Склад,Фитинги на резба.,тройник вътр. резба 316 1/4`,201025/1,L,0.0,M,0.0,,
7591,10,1,9992,2,"Склад 3, 10/30kW",Фитинги на резба.,тройник вътр. резба 316 1/4`,201025/1,L,0.0,M,0.0,,
7591,11,1,9993,2,Склад,Фитинги на резба.,нипел намалител 316 1/2х1/4,201025/2,L,0.0,M,0.0,,
7591,12,1,9994,2,"Склад 3, 10/30kW",Фитинги на резба.,нипел намалител 316 1/2х1/4,201025/2,L,0.0,M,0.0,,
7591,13,1,9995,2,Склад,Фитинги на резба.,коляно 90гр. вътр./вън. резба 316 1/4`,201025/3,L,0.0,M,0.0,,
7591,14,1,9996,2,"Склад 3, 10/30kW",Фитинги на резба.,коляно 90гр. вътр./вън. резба 316 1/4`,201025/3,L,0.0,M,0.0,,
7591,15,1,9997,2,Склад,Фитинги на резба.,муфа намалител 316 1/2х1/8,201025/4,L,0.0,M,0.0,,
7591,16,1,9998,2,"Склад 3, 10/30kW",Фитинги на резба.,муфа намалител 316 1/2х1/8,201025/4,L,0.0,M,0.0,,
7591,17,1,9999,2,Склад,Електроника,прекъсвач C43,181225/6,L,0.0,M,0.0,,
7591,18,1,10000,2,"Склад 3, 10/30kW",Електроника,прекъсвач C43,181225/6,L,0.0,M,0.0,,
7591,19,1,10001,2,Склад,Електроника,"Реле с 14 пина, PT 6А",pt154,L,9.29,M,4.74990157631287,,
7591,20,1,10002,2,Склад,Електроника,Цокъл за RS/PT5,1459017916/161025,L,3.57,M,1.8253120158705,,
7591,21,1,10003,2,"Склад 3, 10/30kW",Електроника,Цокъл за RS/PT5,1459017916/161025,L,3.57,M,1.8253120158705,,
7591,22,1,10004,2,"Склад 3, 10/30kW",Електроника,"Реле с 14 пина, PT 6А",1459015834/170925/5,L,9.29,M,4.74990157631287,,
7591,23,1,10005,2,"Склад 3, 10/30kW",Електроника,"Реле с 14 пина, PT 6А",pt154,L,9.29,M,4.74990157631287,,
7591,24,1,10006,2,Склад,Логисофт,"Simatic HMI, 7``TFT display - контролер",2505/071025/1,L,1488.36,M,760.986384297204,,
7591,25,1,10007,2,Склад,Логисофт,Simatic S7 - мемори карта,2505/071025/2,L,383.34,M,195.998629737758,,
7591,26,1,10008,2,Склад,Логисофт,Simatic S7-1200 G2 - електроника,2505/071025/3,L,840.99,M,429.991359167208,,
7591,27,1,10009,2,Склад,Логисофт,"Sitop PSU100L,24V/10A power supply input - захр.",2505/071025/4,L,244.47,M,124.99552619604,,
7591,28,1,10010,2,Склад,Сити склад,10`  складов контейнер,653/171025,L,5800.0,M,2965.49291093807,,
7593,0,1,10011,2,Склад,ЛД,Монтажен комплект,263197/161025/1,L,45.73,M,23.3813777271031,,
7593,1,1,10012,2,Склад,ЛД,Монтажен комплект 2,263197/161025/2,L,41.57,M,21.2544035013268,,
7593,2,1,10013,2,Склад,ЛД,"Кран сферичен, 1/4`, PN 140",263197/161025/3,L,77.18,M,39.4615073907241,,
7593,3,1,10014,2,Склад,М8,федер шайба цинк М8,201025/6,L,0.0,M,0.0,,
7593,4,1,10015,2,"Склад производство, 500kW",М8,федер шайба цинк М8,201025/6,L,0.0,M,0.0,,
7593,5,1,10016,2,Склад,М8,шайба цинк М8,201025/7,L,0.0,M,0.0,,
7593,6,1,10017,2,"Склад производство, 500kW",М8,шайба цинк М8,201025/7,L,0.0,M,0.0,,
7593,7,1,10018,2,Стругарно/Металхидрид,Павирани,"Резервен корпус 1/4`, за линеен филтър",106197/171025,L,10.79,M,5.5168393981072,,
7593,8,1,10019,2,"Склад производство, 500kW",Фитинги на резба.,"Щуцер маркуч 304, 1/2",061125/1,L,1.83,M,0.93566414258908,,
7593,9,1,10020,2,"Склад производство, 500kW",Фитинги на резба.,"Щуцер за маркуч 304, 1/4",090925/6,L,1.0,M,0.511291881196218,,
7593,10,1,10021,2,Склад,Електроника,Болт М5х12,263403/211025/1,L,0.18,M,0.0920325386153193,,
7593,11,1,10022,2,Склад,Електроника,Преходник,263403/211025/2,L,4.16,M,2.12697422577627,,
7593,12,1,10023,2,"Склад производство, 500kW",Фитинги на резба.,"холендер PTFE м/ж,  2`",10143120/27082025/2,L,104.4,M,53.3788723968852,,
7593,13,1,10024,2,"Склад производство, 500kW",Фитинги на резба.,"Муфа 304L резбa 150LBS, L54 2``",10143532/110925/2.,L,8.16,M,4.17214175056114,,
7593,14,1,10025,2,"Склад производство, 500kW",Заваръчни Връзки,"Тройник 304L заварка (60,3х2) 2``",10143532/110925/t2`,L,21.65,M,11.0694692278981,,
7593,15,1,10026,2,"Склад производство, 500kW",Заваръчни Връзки,"Коляно 90o 304L заварка (60,3x2) 2``",10143532/110925/k2`,L,11.196,M,5.72442390187286,,
7593,16,1,10027,2,"Склад производство, 500kW",Фланцови Връзки,Фланец плосък 304 T10 PN16 DN50,10143532/110925/50,L,20.7466,M,10.6075681424255,,
7593,17,1,10028,2,Металхидрид износ,Табло газ анализатор,2 micron element kit for 2F series - филтър,0005245092,L,17.015721,M,8.7,,
7593,18,1,10029,2,"Склад производство, 500kW",Кранове.,сферичен кран VP704000 3/4` - DN20,168143,L,75.14,M,38.4184719530839,,
7593,19,1,10030,2,Склад,Кранове.,сферичен кран VP704000 3/4` - DN20,263496/221025,L,75.14,M,38.4184719530839,,
7593,20,1,10031,2,Металхидрид износ,Кранове.,сферичен кран VP704000 3/4` - DN20,263496/221025,L,75.14,M,38.4184719530839,,
7593,21,1,10032,2,"Склад производство, 500kW",Кранове.,сферичен кран VP704000 3/4` - DN20,263496/221025,L,75.14,M,38.4184719530839,,
7593,22,1,10033,2,Металхидрид износ,Тръби.,"Тръба шевна 304L (60,3х2) 2``","10143532/110925/60,3",L,23.59,M,12.0613754774188,,
7593,23,1,10034,2,"Склад производство, 500kW",Тръби.,"Тръба шевна 304L (60,3х2) 2``","10143532/110925/60,3",L,23.59,M,12.0613754774188,,
7593,24,1,10035,2,Склад,М16,федер шайба цинк  М16,241025/1,L,0.0,M,0.0,,
7593,25,1,10036,2,Склад,М16,шайба цинк  М16,241025/2,L,0.0,M,0.0,,
7595,0,1,10037,2,Склад,М16," гайка с уплътнение цинк, як.8,  М16",241025/3,L,0.0,M,0.0,,
7595,1,1,10038,2,Склад,М16,широка шайба цинк,241025/4,L,0.0,M,0.0,,
7595,2,1,10039,2,Склад,М10,болт цинк  М10х40,241025/5,L,0.0,M,0.0,,
7595,3,1,10040,2,Склад,М10,болт цинк 45 М10х45,241025/6,L,0.0,M,0.0,,
7595,4,1,10041,2,Склад,М10,гайка цинк  М10,241025/7,L,0.0,M,0.0,,
7595,5,1,10042,2,Склад,М10,шайба цинк  М10,241025/8,L,0.0,M,0.0,,
7595,6,1,10043,2,Склад,М10,широка шайба  М10,241025/9,L,0.0,M,0.0,,
7595,7,1,10044,2,Склад,М12,болт цинк М12х60,241025/10,L,0.0,M,0.0,,
7595,8,1,10045,2,Склад,М5,кръстат винт цинк М5х12,241025/12,L,0.0,M,0.0,,
7595,9,1,10046,2,Склад,М5,кръстат винт цинк  М5х20,241025/13,L,0.0,M,0.0,,
7595,10,1,10047,2,Склад,М5,кръстат винт цинк М5х25,241025/14,L,0.0,M,0.0,,
7595,11,1,10048,2,Склад,М5,кръстат винт цинк  М5х16,241025/14,L,0.0,M,0.0,,
7595,12,1,10049,2,Склад,М5,"самопробивен винт цинк  М5,5х32",241025/15,L,0.0,M,0.0,,
7595,13,1,10050,2,Склад,М4,"самопробивен винт цинк  М 4,8х50",241025/16,L,0.0,M,0.0,,
7595,14,1,10051,2,Склад,М5,широка шайба цинк  М5,241025/17,L,0.0,M,0.0,,
7595,15,1,10052,2,Склад,М6,болт цинк  М6х65,241025/18,L,0.0,M,0.0,,
7595,16,1,10053,2,Склад,М6,болт цинк  М6х16,241025/19,L,0.0,M,0.0,,
7595,17,1,10054,2,Полша,М8,широка шайба цинк  М8,230925/2,L,0.0,M,0.0,,
7595,18,1,10055,2,Склад,М6,болт цинк М6х50,241025/21,L,0.0,M,0.0,,
7595,19,1,10056,2,Склад,М6,винт с върт.шестостен цинк М6х60,241025/22,L,0.0,M,0.0,,
7595,20,1,10057,2,Склад,М6,гайка с уплътнение цинк  М6,241025/23,L,0.0,M,0.0,,
7595,21,1,10058,2,Склад,М6,федер шайба цинк М6,241025/24,L,0.0,M,0.0,,
7595,22,1,10059,2,Склад,М6,широка шайба цинк  М6,241025/25,L,0.0,M,0.0,,
7595,23,1,10060,2,Склад,М8,болт цинк  М8х16,241025/26,L,0.0,M,0.0,,
7595,24,1,10061,2,Склад,М8,болт цинк  М8х20,241025/27,L,0.0,M,0.0,,
7595,25,1,10062,2,Склад,М16,шпилка  М16х2000,241025/28,L,16.94,M,8.66128446746394,,
7595,26,1,10063,2,"Склад производство, 500kW",Фитинги на резба.,"Муфа 304L резбa 150LBS L45, 1 1/2``",10143532/110925/1.1/2,L,5.44,M,2.78142783370743,,
7595,27,1,10064,2,Склад,Електроника,Опртони,432483/241025/1,L,0.09,M,0.0460162693076597,,
7595,28,1,10065,2,Склад,Електроника,Оптрони,432483/241025/2,L,0.44,M,0.224968427726336,,
7595,29,1,10066,2,Склад,Електроника,Клеми,432483/241025/3,L,1.48,M,0.756711984170403,,
7595,30,1,10067,2,Склад,Електроника,Клеми 1,432483/241025/4,L,7.91,M,4.04431878026209,,
7595,31,1,10068,2,Склад,Електроника,Клеми 3,432483/241025/5,L,0.06,M,0.0306775128717731,,
7595,32,1,10069,2,Склад,Електроника,Клеми 4,432483/241025/6,L,2.09,M,1.0686000317001,,
7597,0,1,10070,2,Склад,Електроника,Клеми 5,432483/241025/7,L,7.91,M,4.04431878026209,,
7597,1,1,10071,2,Склад,Електроника,Клеми 6,432483/241025/8,L,0.06,M,0.0306775128717731,,
7597,2,1,10072,2,Стругарно/Металхидрид,Вътрешни изделия и детайли,Тяло на бутилка,271025/body,L,3.73138686131387,M,1.90782780779202,,
7597,3,1,10073,2,Стругарно/Металхидрид,Вътрешни изделия и детайли,Дъно за бутилка,271025/bot,L,1.18888888888889,M,0.607869236533283,,
7597,4,1,10074,2,Стругарно/Металхидрид,Вътрешни изделия и детайли,Тапа за бутилка,271025/cap,L,1.47586206896552,M,0.754596293627524,,
7597,5,1,10075,2,Склад полуготова продукция,Бутилки Металхидрид,Полуготови бутилки,271025/ppb,L,6.39613781916828,M,3.27029333795283,,
7597,6,1,10076,2,Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,271025/fpb,L,185.055098019168,M,94.617169191171,,
7597,7,1,10077,2,Склад,Кабели и накрайници.,Кабел 4х0,201025/28871/1,L,0.36,M,0.184065077230639,,
7597,8,1,10078,2,Склад,Кабели и накрайници.,Кабел 6х1,201025/28871/2,L,0.48,M,0.245420102974185,,
7597,9,1,10079,2,"Склад производство, 500kW",Консумативи,Смола за дейонизатор,122217/18082025,L,31.2,M,15.952306693322,,
7597,10,1,10080,2,"Склад производство, 500kW",Крепежи.,Скоба за тръба 1 1/2`,167415/271025,L,2.16,M,1.10439046338383,,
7597,11,1,10081,2,Стругарно/Металхидрид,Вътрешни изделия и детайли,Дъно за бутилка,301025/bot,L,1.1984,M,0.612732190425548,,
7597,12,1,10082,2,Стругарно/Металхидрид,Вътрешни изделия и детайли,Тапа за бутилка,301025/cap,L,1.4552,M,0.744031945516737,,
7597,13,1,10083,2,Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,301025/fpb,L,176.553165266,M,90.2702,,
7597,14,1,10084,2,"Склад производство, 500kW",М16,федер шайба цинк  М16,241025/1,L,0.0,M,0.0,,
7597,15,1,10085,2,Металхидрид износ,Фитинги на резба.,Холендър 316L PTFE ж/ж BSP 1 1/2“,10145394/291025,L,47.68,M,24.3783968954357,,
